Vertex,DER,Activation
13,DER_25,1.0
13,DER_26,0.0
13,DER_27,0.0
13,DER_28,0.0
13,DER_29,0.0
13,DER_30,1.0
13,DER_31,0.0
13,DER_32,1.0
13,DER_33,1.0
13,DER_34,0.0
13,DER_35,1.0
13,DER_36,0.0
13,DER_37,1.0
13,DER_38,0.0
13,DER_39,0.0
13,DER_40,1.0
13,DER_41,0.0
13,DER_42,0.0
13,DER_43,0.0
13,DER_44,0.0
13,DER_45,0.0
13,DER_46,1.0
13,DER_47,0.0
13,DER_48,0.0
13,DER_49,0.0
13,DER_50,1.0
13,DER_51,0.0
13,DER_52,0.0
13,DER_53,0.0
13,DER_54,0.0
13,DER_55,0.0
13,DER_56,0.0
13,DER_57,1.0
13,DER_58,0.0
13,DER_59,0.0
13,DER_60,1.0
13,DER_61,1.0
13,DER_62,0.0
13,DER_63,0.0
13,DER_64,0.0
13,DER_65,1.0
13,DER_66,0.0
13,DER_67,1.0
13,DER_68,1.0
13,DER_69,0.0
13,DER_70,1.0
13,DER_71,0.0
13,DER_72,1.0
13,DER_73,1.0
13,DER_74,1.0
13,DER_75,1.0
13,DER_76,1.0
13,DER_77,1.0
13,DER_78,0.0
13,DER_79,1.0
13,DER_80,1.0
13,DER_81,1.0
13,DER_82,0.0
13,DER_83,0.0
13,DER_84,1.0
13,DER_85,1.0
13,DER_86,0.0
13,DER_87,0.0
13,DER_88,1.0
13,DER_89,0.0
13,DER_90,1.0
13,DER_91,0.0
13,DER_92,0.0
13,DER_93,1.0
13,DER_94,1.0
13,DER_95,0.0
13,DER_96,0.0
13,DER_97,0.0
13,DER_98,0.0
13,DER_99,1.0
13,DER_100,1.0
13,DER_101,1.0
13,DER_102,0.0
13,DER_103,0.0
13,DER_104,0.0
13,DER_105,1.0
13,DER_106,0.0
13,DER_107,0.0
13,DER_108,0.0
13,DER_109,0.0
13,DER_110,1.0
13,DER_111,0.0
13,DER_112,1.0
13,DER_113,0.0
13,DER_114,0.0
13,DER_115,1.0
13,DER_116,0.0
13,DER_117,0.0
13,DER_118,1.0
13,DER_119,1.0
13,DER_120,1.0
13,DER_121,0.0
13,DER_122,1.0
13,DER_123,0.0
13,DER_124,0.0
13,DER_125,0.0
13,DER_126,1.0
13,DER_127,1.0
13,DER_128,0.0
13,DER_129,1.0
13,DER_130,0.0
13,DER_131,1.0
13,DER_132,0.0
13,DER_133,1.0
13,DER_134,0.0
13,DER_135,0.0
13,DER_136,0.0
13,DER_137,1.0
13,DER_138,1.0
13,DER_139,1.0
13,DER_140,0.0
13,DER_141,1.0
13,DER_142,0.0
13,DER_143,0.0
13,DER_144,1.0
13,DER_145,1.0
13,DER_146,1.0
13,DER_147,0.0
13,DER_148,0.0
13,DER_149,1.0
13,DER_150,1.0
13,DER_151,1.0
13,DER_152,0.0
13,DER_153,1.0
13,DER_154,1.0
13,DER_155,0.0
13,DER_156,0.0
13,DER_157,0.0
13,DER_158,1.0
13,DER_159,0.0
13,DER_160,0.0
13,DER_161,0.0
13,DER_162,0.0
13,DER_163,0.0
13,DER_164,0.0
13,DER_165,0.0
13,DER_166,1.0
13,DER_167,0.0
13,DER_168,0.0
13,DER_169,0.0
13,DER_170,0.0
13,DER_171,0.0
13,DER_172,0.0
13,DER_173,0.0
13,DER_174,1.0
13,DER_175,1.0
13,DER_176,0.0
13,DER_177,1.0
13,DER_178,0.0
13,DER_179,1.0
13,DER_180,1.0
13,DER_181,1.0
13,DER_182,0.0
13,DER_183,1.0
13,DER_184,1.0
13,DER_185,0.0
13,DER_186,0.0
13,DER_187,0.0
13,DER_188,0.0
13,DER_189,1.0
13,DER_190,0.0
13,DER_191,0.0
13,DER_192,1.0
13,DER_193,0.0
13,DER_194,0.0
13,DER_195,1.0
13,DER_196,0.0
13,DER_197,0.0
13,DER_198,1.0
13,DER_199,0.0
13,DER_200,0.0
13,DER_201,1.0
13,DER_202,0.0
13,DER_203,0.0
13,DER_204,1.0
13,DER_205,0.0
13,DER_206,1.0
13,DER_207,0.0
13,DER_208,0.0
13,DER_209,0.0
13,DER_210,1.0
13,DER_211,0.0
13,DER_212,1.0
13,DER_213,0.0
13,DER_214,1.0
13,DER_215,0.0
13,DER_216,0.0
13,DER_217,1.0
13,DER_218,0.0
13,DER_219,0.0
13,DER_220,0.0
13,DER_221,1.0
13,DER_222,1.0
13,DER_223,0.0
13,DER_224,1.0
13,DER_225,1.0
13,DER_226,0.0
13,DER_227,1.0
13,DER_228,1.0
13,DER_229,0.0
13,DER_230,0.0
13,DER_231,1.0
13,DER_232,1.0
13,DER_233,0.0
13,DER_234,0.0
13,DER_235,0.0
13,DER_236,1.0
13,DER_237,1.0
13,DER_238,0.0
13,DER_239,1.0
13,DER_240,1.0
13,DER_241,1.0
13,DER_242,0.0
13,DER_243,0.0
13,DER_244,1.0
13,DER_245,0.0
13,DER_246,1.0
13,DER_247,1.0
13,DER_248,0.0
13,DER_249,1.0
13,DER_250,0.0
13,DER_251,0.0
13,DER_252,1.0
13,DER_253,0.0
13,DER_254,1.0
13,DER_255,0.0
13,DER_256,0.0
13,DER_257,1.0
13,DER_258,0.0
13,DER_259,1.0
13,DER_260,0.0
13,DER_261,1.0
13,DER_262,0.0
13,DER_263,0.0
13,DER_264,0.0
13,DER_265,0.0
13,DER_266,1.0
13,DER_267,0.0
13,DER_268,0.0
13,DER_269,0.0
13,DER_270,0.0
13,DER_271,0.0
13,DER_272,1.0
13,DER_273,0.0
13,DER_274,0.0
13,DER_275,0.0
13,DER_276,1.0
13,DER_277,1.0
13,DER_278,0.0
13,DER_279,0.0
13,DER_280,0.0
13,DER_281,0.0
13,DER_282,0.0
13,DER_283,0.0
13,DER_284,0.0
13,DER_285,0.0
13,DER_286,1.0
13,DER_287,0.0
13,DER_288,0.0
13,DER_289,0.0
13,DER_290,1.0
13,DER_291,1.0
13,DER_292,0.0
13,DER_293,0.0
13,DER_294,1.0
13,DER_295,1.0
13,DER_296,0.0
13,DER_297,0.0
13,DER_298,0.0
13,DER_299,1.0
13,DER_300,1.0
13,DER_301,0.0
13,DER_302,0.0
13,DER_303,1.0
13,DER_304,1.0
13,DER_305,1.0
13,DER_306,0.0
13,DER_307,0.0
13,DER_308,1.0
13,DER_309,0.0
13,DER_310,0.0
13,DER_311,0.0
13,DER_312,1.0
13,DER_313,0.0
13,DER_314,1.0
13,DER_315,0.0
13,DER_316,0.0
13,DER_317,1.0
13,DER_318,1.0
13,DER_319,1.0
13,DER_320,0.0
13,DER_321,0.0
13,DER_322,1.0
13,DER_323,0.0
13,DER_324,0.0
13,DER_325,0.0
13,DER_326,1.0
13,DER_327,0.0
13,DER_328,0.0
13,DER_329,1.0
13,DER_330,0.0
13,DER_331,0.0
13,DER_332,1.0
13,DER_333,0.0
13,DER_334,1.0
13,DER_335,0.0
13,DER_336,0.0
13,DER_337,1.0
13,DER_338,0.0
13,DER_339,0.0
13,DER_340,0.0
13,DER_341,0.0
13,DER_342,1.0
13,DER_343,0.0
13,DER_344,0.0
13,DER_345,1.0
13,DER_346,1.0
13,DER_347,0.0
13,DER_348,0.0
13,DER_349,1.0
13,DER_350,1.0
13,DER_351,1.0
13,DER_352,1.0
13,DER_353,0.0
13,DER_354,0.0
13,DER_355,1.0
13,DER_356,1.0
13,DER_357,0.0
13,DER_358,0.0
13,DER_359,0.0
13,DER_360,0.0
13,DER_361,1.0
13,DER_362,0.0
13,DER_363,0.0
13,DER_364,0.0
13,DER_365,1.0
13,DER_366,0.0
13,DER_367,1.0
13,DER_368,1.0
13,DER_369,0.0
13,DER_370,1.0
13,DER_371,1.0
13,DER_372,0.0
13,DER_373,0.0
13,DER_374,0.0
13,DER_375,1.0
13,DER_376,0.0
13,DER_377,0.0
13,DER_378,1.0
13,DER_379,0.0
13,DER_380,0.0
13,DER_381,1.0
13,DER_382,1.0
13,DER_383,0.0
13,DER_384,0.0
13,DER_385,0.0
13,DER_386,0.0
13,DER_387,1.0
13,DER_388,1.0
13,DER_389,1.0
13,DER_390,0.0
13,DER_391,1.0
13,DER_392,0.0
13,DER_393,0.0
13,DER_394,0.0
13,DER_395,1.0
13,DER_396,0.0
13,DER_397,1.0
13,DER_398,0.0
13,DER_399,1.0
13,DER_400,0.0
13,DER_401,0.0
13,DER_402,1.0
13,DER_403,0.0
13,DER_404,0.0
13,DER_405,1.0
13,DER_406,1.0
13,DER_407,0.0
13,DER_408,0.0
13,DER_409,0.0
13,DER_410,1.0
13,DER_411,0.0
13,DER_412,1.0
13,DER_413,1.0
13,DER_414,0.0
13,DER_415,1.0
13,DER_416,1.0
13,DER_417,1.0
13,DER_418,1.0
13,DER_419,0.0
13,DER_420,0.0
13,DER_421,0.0
13,DER_422,1.0
13,DER_423,1.0
13,DER_424,1.0
13,DER_425,0.0
13,DER_426,1.0
13,DER_427,0.0
13,DER_428,0.0
13,DER_429,0.0
13,DER_430,1.0
13,DER_431,1.0
13,DER_432,0.0
13,DER_433,0.0
13,DER_434,1.0
13,DER_435,0.0
13,DER_436,0.0
13,DER_437,1.0
13,DER_438,0.0
13,DER_439,1.0
13,DER_440,0.0
13,DER_441,0.0
13,DER_442,1.0
13,DER_443,0.0
13,DER_444,0.0
13,DER_445,0.0
13,DER_446,0.0
13,DER_447,0.0
13,DER_448,0.0
13,DER_449,0.0
13,DER_450,0.0
14,DER_1,0.0
14,DER_2,1.0
14,DER_3,1.0
14,DER_4,0.0
14,DER_5,1.0
14,DER_6,0.0
14,DER_7,1.0
14,DER_8,1.0
14,DER_9,1.0
14,DER_10,1.0
14,DER_11,1.0
14,DER_12,1.0
14,DER_13,1.0
14,DER_14,0.0
14,DER_15,1.0
14,DER_16,1.0
14,DER_17,1.0
14,DER_18,0.0
14,DER_19,0.0
14,DER_20,1.0
14,DER_21,1.0
14,DER_22,0.0
14,DER_23,0.0
14,DER_24,1.0
14,DER_25,1.0
14,DER_26,0.0
14,DER_27,0.0
14,DER_28,0.0
14,DER_29,0.0
14,DER_30,1.0
14,DER_31,0.0
14,DER_32,1.0
14,DER_33,1.0
14,DER_34,0.0
14,DER_35,1.0
14,DER_36,0.0
14,DER_37,1.0
14,DER_38,1.0
14,DER_39,0.0
14,DER_40,1.0
14,DER_41,0.0
14,DER_42,1.0
14,DER_43,0.0
14,DER_44,1.0
14,DER_45,1.0
14,DER_46,1.0
14,DER_47,1.0
14,DER_48,1.0
14,DER_49,1.0
14,DER_50,1.0
14,DER_51,1.0
14,DER_52,0.0
14,DER_53,0.0
14,DER_54,0.0
14,DER_55,0.0
14,DER_56,0.0
14,DER_57,1.0
14,DER_58,0.0
14,DER_59,0.0
14,DER_60,1.0
14,DER_61,1.0
14,DER_62,0.0
14,DER_63,1.0
14,DER_64,0.0
14,DER_65,1.0
14,DER_66,0.0
14,DER_67,1.0
14,DER_68,1.0
14,DER_69,0.0
14,DER_70,1.0
14,DER_71,0.0
14,DER_72,1.0
14,DER_73,1.0
14,DER_74,1.0
14,DER_75,1.0
14,DER_76,1.0
14,DER_77,1.0
14,DER_78,1.0
14,DER_79,1.0
14,DER_80,1.0
14,DER_81,1.0
14,DER_82,1.0
14,DER_83,1.0
14,DER_84,1.0
14,DER_85,1.0
14,DER_86,1.0
14,DER_87,0.0
14,DER_88,1.0
14,DER_89,1.0
14,DER_90,1.0
14,DER_91,0.0
14,DER_92,0.0
14,DER_93,1.0
14,DER_94,1.0
14,DER_95,1.0
14,DER_96,0.0
14,DER_97,0.0
14,DER_98,1.0
14,DER_99,1.0
14,DER_100,1.0
14,DER_101,1.0
14,DER_102,0.0
14,DER_103,1.0
14,DER_104,1.0
14,DER_105,1.0
14,DER_106,1.0
14,DER_107,1.0
14,DER_108,0.0
14,DER_109,0.0
14,DER_110,1.0
14,DER_111,0.0
14,DER_112,1.0
14,DER_113,1.0
14,DER_114,1.0
14,DER_115,1.0
14,DER_116,0.0
14,DER_117,0.0
14,DER_118,1.0
14,DER_119,1.0
14,DER_120,1.0
14,DER_121,0.0
14,DER_122,1.0
14,DER_123,0.0
14,DER_124,0.0
14,DER_125,0.0
14,DER_126,1.0
14,DER_127,1.0
14,DER_128,0.0
14,DER_129,1.0
14,DER_130,0.0
14,DER_131,1.0
14,DER_132,0.0
14,DER_133,1.0
14,DER_134,0.0
14,DER_135,0.0
14,DER_136,0.0
14,DER_137,1.0
14,DER_138,1.0
14,DER_139,1.0
14,DER_140,0.0
14,DER_141,1.0
14,DER_142,0.0
14,DER_143,1.0
14,DER_144,1.0
14,DER_145,1.0
14,DER_146,1.0
14,DER_147,1.0
14,DER_148,1.0
14,DER_149,1.0
14,DER_150,1.0
14,DER_151,1.0
14,DER_152,0.0
14,DER_153,1.0
14,DER_154,1.0
14,DER_155,0.0
14,DER_156,0.0
14,DER_157,0.0
14,DER_158,1.0
14,DER_159,0.0
14,DER_160,0.0
14,DER_161,0.0
14,DER_162,0.0
14,DER_163,0.0
14,DER_164,0.0
14,DER_165,0.0
14,DER_166,1.0
14,DER_167,0.0
14,DER_168,0.0
14,DER_169,0.0
14,DER_170,0.0
14,DER_171,0.0
14,DER_172,1.0
14,DER_173,1.0
14,DER_174,1.0
14,DER_175,1.0
14,DER_176,0.0
14,DER_177,1.0
14,DER_178,1.0
14,DER_179,1.0
14,DER_180,1.0
14,DER_181,1.0
14,DER_182,0.0
14,DER_183,1.0
14,DER_184,1.0
14,DER_185,0.0
14,DER_186,1.0
14,DER_187,0.0
14,DER_188,0.0
14,DER_189,1.0
14,DER_190,0.0
14,DER_191,1.0
14,DER_192,1.0
14,DER_193,0.0
14,DER_194,1.0
14,DER_195,1.0
14,DER_196,0.0
14,DER_197,1.0
14,DER_198,1.0
14,DER_199,0.0
14,DER_200,0.0
14,DER_201,1.0
14,DER_202,0.0
14,DER_203,0.0
14,DER_204,1.0
14,DER_205,0.0
14,DER_206,1.0
14,DER_207,0.0
14,DER_208,0.0
14,DER_209,0.0
14,DER_210,1.0
14,DER_211,0.0
14,DER_212,1.0
14,DER_213,0.0
14,DER_214,1.0
14,DER_215,0.0
14,DER_216,0.0
14,DER_217,1.0
14,DER_218,0.0
14,DER_219,0.0
14,DER_220,0.0
14,DER_221,1.0
14,DER_222,1.0
14,DER_223,0.0
14,DER_224,1.0
14,DER_225,1.0
14,DER_226,0.0
14,DER_227,1.0
14,DER_228,1.0
14,DER_229,0.0
14,DER_230,0.0
14,DER_231,1.0
14,DER_232,1.0
14,DER_233,1.0
14,DER_234,0.0
14,DER_235,0.0
14,DER_236,1.0
14,DER_237,1.0
14,DER_238,0.0
14,DER_239,1.0
14,DER_240,1.0
14,DER_241,1.0
14,DER_242,0.0
14,DER_243,0.0
14,DER_244,1.0
14,DER_245,0.0
14,DER_246,1.0
14,DER_247,1.0
14,DER_248,0.0
14,DER_249,1.0
14,DER_250,0.0
14,DER_251,0.0
14,DER_252,1.0
14,DER_253,0.0
14,DER_254,1.0
14,DER_255,0.0
14,DER_256,0.0
14,DER_257,1.0
14,DER_258,0.0
14,DER_259,1.0
14,DER_260,0.0
14,DER_261,1.0
14,DER_262,0.0
14,DER_263,1.0
14,DER_264,0.0
14,DER_265,1.0
14,DER_266,1.0
14,DER_267,0.0
14,DER_268,0.0
14,DER_269,0.0
14,DER_270,0.0
14,DER_271,0.0
14,DER_272,1.0
14,DER_273,0.0
14,DER_274,1.0
14,DER_275,1.0
14,DER_276,1.0
14,DER_277,1.0
14,DER_278,0.0
14,DER_279,0.0
14,DER_280,0.0
14,DER_281,0.0
14,DER_282,0.0
14,DER_283,0.0
14,DER_284,0.0
14,DER_285,0.0
14,DER_286,1.0
14,DER_287,0.0
14,DER_288,0.0
14,DER_289,0.0
14,DER_290,1.0
14,DER_291,1.0
14,DER_292,0.0
14,DER_293,0.0
14,DER_294,1.0
14,DER_295,1.0
14,DER_296,1.0
14,DER_297,0.0
14,DER_298,0.0
14,DER_299,1.0
14,DER_300,1.0
14,DER_301,1.0
14,DER_302,1.0
14,DER_303,1.0
14,DER_304,1.0
14,DER_305,1.0
14,DER_306,0.0
14,DER_307,1.0
14,DER_308,1.0
14,DER_309,1.0
14,DER_310,0.0
14,DER_311,0.0
14,DER_312,1.0
14,DER_313,0.0
14,DER_314,1.0
14,DER_315,1.0
14,DER_316,0.0
14,DER_317,1.0
14,DER_318,1.0
14,DER_319,1.0
14,DER_320,0.0
14,DER_321,0.0
14,DER_322,1.0
14,DER_323,0.0
14,DER_324,0.0
14,DER_325,0.0
14,DER_326,1.0
14,DER_327,0.0
14,DER_328,1.0
14,DER_329,1.0
14,DER_330,1.0
14,DER_331,1.0
14,DER_332,1.0
14,DER_333,0.0
14,DER_334,1.0
14,DER_335,0.0
14,DER_336,0.0
14,DER_337,1.0
14,DER_338,0.0
14,DER_339,0.0
14,DER_340,0.0
14,DER_341,0.0
14,DER_342,1.0
14,DER_343,0.0
14,DER_344,0.0
14,DER_345,1.0
14,DER_346,1.0
14,DER_347,0.0
14,DER_348,0.0
14,DER_349,1.0
14,DER_350,1.0
14,DER_351,1.0
14,DER_352,1.0
14,DER_353,0.0
14,DER_354,0.0
14,DER_355,1.0
14,DER_356,1.0
14,DER_357,0.0
14,DER_358,1.0
14,DER_359,1.0
14,DER_360,0.0
14,DER_361,1.0
14,DER_362,0.0
14,DER_363,1.0
14,DER_364,1.0
14,DER_365,1.0
14,DER_366,1.0
14,DER_367,1.0
14,DER_368,1.0
14,DER_369,1.0
14,DER_370,1.0
14,DER_371,1.0
14,DER_372,0.0
14,DER_373,0.0
14,DER_374,0.0
14,DER_375,1.0
14,DER_376,0.0
14,DER_377,0.0
14,DER_378,1.0
14,DER_379,0.0
14,DER_380,0.0
14,DER_381,1.0
14,DER_382,1.0
14,DER_383,0.0
14,DER_384,0.0
14,DER_385,0.0
14,DER_386,0.0
14,DER_387,1.0
14,DER_388,1.0
14,DER_389,1.0
14,DER_390,0.0
14,DER_391,1.0
14,DER_392,0.0
14,DER_393,0.0
14,DER_394,0.0
14,DER_395,1.0
14,DER_396,0.0
14,DER_397,1.0
14,DER_398,0.0
14,DER_399,1.0
14,DER_400,0.0
14,DER_401,0.0
14,DER_402,1.0
14,DER_403,0.0
14,DER_404,0.0
14,DER_405,1.0
14,DER_406,1.0
14,DER_407,1.0
14,DER_408,0.0
14,DER_409,0.0
14,DER_410,1.0
14,DER_411,1.0
14,DER_412,1.0
14,DER_413,1.0
14,DER_414,0.0
14,DER_415,1.0
14,DER_416,1.0
14,DER_417,1.0
14,DER_418,1.0
14,DER_419,0.0
14,DER_420,0.0
14,DER_421,0.0
14,DER_422,1.0
14,DER_423,1.0
14,DER_424,1.0
14,DER_425,0.0
14,DER_426,1.0
14,DER_427,1.0
14,DER_428,0.0
14,DER_429,0.0
14,DER_430,1.0
14,DER_431,1.0
14,DER_432,0.0
14,DER_433,0.0
14,DER_434,1.0
14,DER_435,1.0
14,DER_436,0.0
14,DER_437,1.0
14,DER_438,0.0
14,DER_439,1.0
14,DER_440,0.0
14,DER_441,0.0
14,DER_442,1.0
14,DER_443,0.0
14,DER_444,0.0
14,DER_445,0.0
14,DER_446,1.0
14,DER_447,0.0
14,DER_448,0.0
14,DER_449,0.0
14,DER_450,0.0
15,DER_1,0.0
15,DER_2,1.0
15,DER_3,1.0
15,DER_4,0.0
15,DER_5,1.0
15,DER_6,0.0
15,DER_7,1.0
15,DER_8,0.0
15,DER_9,1.0
15,DER_10,0.0
15,DER_11,0.0
15,DER_12,0.0
15,DER_13,1.0
15,DER_14,0.0
15,DER_15,1.0
15,DER_16,1.0
15,DER_17,0.0
15,DER_18,0.0
15,DER_19,0.0
15,DER_20,0.0
15,DER_21,1.0
15,DER_22,0.0
15,DER_23,0.0
15,DER_24,1.0
15,DER_25,1.0
15,DER_26,0.0
15,DER_27,0.0
15,DER_28,0.0
15,DER_29,0.0
15,DER_30,1.0
15,DER_31,0.0
15,DER_32,1.0
15,DER_33,1.0
15,DER_34,0.0
15,DER_35,1.0
15,DER_36,0.0
15,DER_37,1.0
15,DER_38,1.0
15,DER_39,0.0
15,DER_40,1.0
15,DER_41,0.0
15,DER_42,1.0
15,DER_43,0.0
15,DER_44,1.0
15,DER_45,1.0
15,DER_46,0.0
15,DER_47,1.0
15,DER_48,1.0
15,DER_49,1.0
15,DER_50,0.0
15,DER_51,1.0
15,DER_52,0.0
15,DER_53,0.0
15,DER_54,0.0
15,DER_55,0.0
15,DER_56,0.0
15,DER_57,1.0
15,DER_58,0.0
15,DER_59,0.0
15,DER_60,1.0
15,DER_61,1.0
15,DER_62,0.0
15,DER_63,1.0
15,DER_64,0.0
15,DER_65,1.0
15,DER_66,0.0
15,DER_67,1.0
15,DER_68,1.0
15,DER_69,0.0
15,DER_70,1.0
15,DER_71,0.0
15,DER_72,1.0
15,DER_73,1.0
15,DER_74,0.0
15,DER_75,1.0
15,DER_76,0.0
15,DER_77,0.0
15,DER_78,1.0
15,DER_79,1.0
15,DER_80,0.0
15,DER_81,0.0
15,DER_82,1.0
15,DER_83,1.0
15,DER_84,0.0
15,DER_85,0.0
15,DER_86,1.0
15,DER_87,0.0
15,DER_88,1.0
15,DER_89,1.0
15,DER_90,0.0
15,DER_91,0.0
15,DER_92,0.0
15,DER_93,1.0
15,DER_94,1.0
15,DER_95,1.0
15,DER_96,0.0
15,DER_97,0.0
15,DER_98,1.0
15,DER_99,1.0
15,DER_100,1.0
15,DER_101,1.0
15,DER_102,0.0
15,DER_103,1.0
15,DER_104,1.0
15,DER_105,0.0
15,DER_106,1.0
15,DER_107,1.0
15,DER_108,0.0
15,DER_109,0.0
15,DER_110,1.0
15,DER_111,0.0
15,DER_112,1.0
15,DER_113,1.0
15,DER_114,1.0
15,DER_115,1.0
15,DER_116,0.0
15,DER_117,0.0
15,DER_118,1.0
15,DER_119,1.0
15,DER_120,1.0
15,DER_121,0.0
15,DER_122,1.0
15,DER_123,0.0
15,DER_124,0.0
15,DER_125,0.0
15,DER_126,1.0
15,DER_127,1.0
15,DER_128,0.0
15,DER_129,1.0
15,DER_130,0.0
15,DER_131,1.0
15,DER_132,0.0
15,DER_133,1.0
15,DER_134,0.0
15,DER_135,0.0
15,DER_136,0.0
15,DER_137,0.0
15,DER_138,0.0
15,DER_139,1.0
15,DER_140,0.0
15,DER_141,1.0
15,DER_142,0.0
15,DER_143,1.0
15,DER_144,0.0
15,DER_145,0.0
15,DER_146,0.0
15,DER_147,1.0
15,DER_148,1.0
15,DER_149,1.0
15,DER_150,1.0
15,DER_151,1.0
15,DER_152,0.0
15,DER_153,1.0
15,DER_154,1.0
15,DER_155,0.0
15,DER_156,0.0
15,DER_157,0.0
15,DER_158,1.0
15,DER_159,0.0
15,DER_160,0.0
15,DER_161,0.0
15,DER_162,0.0
15,DER_163,0.0
15,DER_164,0.0
15,DER_165,0.0
15,DER_166,1.0
15,DER_167,0.0
15,DER_168,0.0
15,DER_169,0.0
15,DER_170,0.0
15,DER_171,0.0
15,DER_172,1.0
15,DER_173,1.0
15,DER_174,1.0
15,DER_175,1.0
15,DER_176,0.0
15,DER_177,1.0
15,DER_178,1.0
15,DER_179,0.0
15,DER_180,0.0
15,DER_181,0.0
15,DER_182,0.0
15,DER_183,1.0
15,DER_184,1.0
15,DER_185,0.0
15,DER_186,1.0
15,DER_187,0.0
15,DER_188,0.0
15,DER_189,0.0
15,DER_190,0.0
15,DER_191,1.0
15,DER_192,1.0
15,DER_193,0.0
15,DER_194,1.0
15,DER_195,1.0
15,DER_196,0.0
15,DER_197,1.0
15,DER_198,1.0
15,DER_199,0.0
15,DER_200,0.0
15,DER_201,1.0
15,DER_202,0.0
15,DER_203,0.0
15,DER_204,0.0
15,DER_205,0.0
15,DER_206,0.0
15,DER_207,0.0
15,DER_208,0.0
15,DER_209,0.0
15,DER_210,1.0
15,DER_211,0.0
15,DER_212,1.0
15,DER_213,0.0
15,DER_214,1.0
15,DER_215,0.0
15,DER_216,0.0
15,DER_217,1.0
15,DER_218,0.0
15,DER_219,0.0
15,DER_220,0.0
15,DER_221,1.0
15,DER_222,1.0
15,DER_223,0.0
15,DER_224,1.0
15,DER_225,0.0
15,DER_226,0.0
15,DER_227,1.0
15,DER_228,1.0
15,DER_229,0.0
15,DER_230,0.0
15,DER_231,1.0
15,DER_232,1.0
15,DER_233,1.0
15,DER_234,0.0
15,DER_235,0.0
15,DER_236,1.0
15,DER_237,1.0
15,DER_238,0.0
15,DER_239,1.0
15,DER_240,0.0
15,DER_241,1.0
15,DER_242,0.0
15,DER_243,0.0
15,DER_244,1.0
15,DER_245,0.0
15,DER_246,1.0
15,DER_247,1.0
15,DER_248,0.0
15,DER_249,1.0
15,DER_250,0.0
15,DER_251,0.0
15,DER_252,1.0
15,DER_253,0.0
15,DER_254,0.0
15,DER_255,0.0
15,DER_256,0.0
15,DER_257,1.0
15,DER_258,0.0
15,DER_259,1.0
15,DER_260,0.0
15,DER_261,1.0
15,DER_262,0.0
15,DER_263,1.0
15,DER_264,0.0
15,DER_265,1.0
15,DER_266,0.0
15,DER_267,0.0
15,DER_268,0.0
15,DER_269,0.0
15,DER_270,0.0
15,DER_271,0.0
15,DER_272,0.0
15,DER_273,0.0
15,DER_274,1.0
15,DER_275,1.0
15,DER_276,1.0
15,DER_277,0.0
15,DER_278,0.0
15,DER_279,0.0
15,DER_280,0.0
15,DER_281,0.0
15,DER_282,0.0
15,DER_283,0.0
15,DER_284,0.0
15,DER_285,0.0
15,DER_286,1.0
15,DER_287,0.0
15,DER_288,0.0
15,DER_289,0.0
15,DER_290,0.0
15,DER_291,0.0
15,DER_292,0.0
15,DER_293,0.0
15,DER_294,1.0
15,DER_295,1.0
15,DER_296,1.0
15,DER_297,0.0
15,DER_298,0.0
15,DER_299,0.0
15,DER_300,1.0
15,DER_301,1.0
15,DER_302,1.0
15,DER_303,0.0
15,DER_304,0.0
15,DER_305,1.0
15,DER_306,0.0
15,DER_307,1.0
15,DER_308,1.0
15,DER_309,1.0
15,DER_310,0.0
15,DER_311,0.0
15,DER_312,1.0
15,DER_313,0.0
15,DER_314,1.0
15,DER_315,1.0
15,DER_316,0.0
15,DER_317,0.0
15,DER_318,0.0
15,DER_319,1.0
15,DER_320,0.0
15,DER_321,0.0
15,DER_322,1.0
15,DER_323,0.0
15,DER_324,0.0
15,DER_325,0.0
15,DER_326,1.0
15,DER_327,0.0
15,DER_328,1.0
15,DER_329,0.0
15,DER_330,1.0
15,DER_331,1.0
15,DER_332,1.0
15,DER_333,0.0
15,DER_334,1.0
15,DER_335,0.0
15,DER_336,0.0
15,DER_337,1.0
15,DER_338,0.0
15,DER_339,0.0
15,DER_340,0.0
15,DER_341,0.0
15,DER_342,1.0
15,DER_343,0.0
15,DER_344,0.0
15,DER_345,1.0
15,DER_346,1.0
15,DER_347,0.0
15,DER_348,0.0
15,DER_349,1.0
15,DER_350,1.0
15,DER_351,1.0
15,DER_352,1.0
15,DER_353,0.0
15,DER_354,0.0
15,DER_355,1.0
15,DER_356,1.0
15,DER_357,0.0
15,DER_358,1.0
15,DER_359,1.0
15,DER_360,0.0
15,DER_361,1.0
15,DER_362,0.0
15,DER_363,1.0
15,DER_364,1.0
15,DER_365,0.0
15,DER_366,1.0
15,DER_367,0.0
15,DER_368,0.0
15,DER_369,1.0
15,DER_370,1.0
15,DER_371,1.0
15,DER_372,0.0
15,DER_373,0.0
15,DER_374,0.0
15,DER_375,1.0
15,DER_376,0.0
15,DER_377,0.0
15,DER_378,1.0
15,DER_379,0.0
15,DER_380,0.0
15,DER_381,1.0
15,DER_382,0.0
15,DER_383,0.0
15,DER_384,0.0
15,DER_385,0.0
15,DER_386,0.0
15,DER_387,0.0
15,DER_388,0.0
15,DER_389,1.0
15,DER_390,0.0
15,DER_391,1.0
15,DER_392,0.0
15,DER_393,0.0
15,DER_394,0.0
15,DER_395,1.0
